         30372981 function calls (30365541 primitive calls) in 35.662 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1045    0.001    0.000    0.002    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:585(_get_axis)
      418    0.002    0.000    0.002    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
     1254    0.000    0.000    0.002    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
     2299    0.001    0.000    0.002    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:999(__len__)
     2926    0.001    0.000    0.002    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:909(__len__)
        1    0.000    0.000    0.001    0.001 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\_strptime.py:261(compile)
        3    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:225(compile)
        3    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:272(_compile)
      421    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
      209    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:740(compile)
      209    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:785(values)
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:2645(maybe_coerce_values)
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:510(_validate_dtype)
      230    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\encodings\cp1252.py:22(decode)
      836    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:1596(pandas_dtype)
      420    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:253(fill_value)
      419    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:3777(get_loc)
      418    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\base.py:74(__len__)
      209    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\algorithms.py:1131(take)
      209    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:1998(external_values)
     1255    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\flags.py:51(__init__)
      230    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_decode}
      209    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:39(_amax)
      209    0.000    0.000    0.001    0.000 {method 'min' of 'numpy.ndarray' objects}
      836    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:4376(_set_is_copy)
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:591(_get_block_manager_axis)
      365    0.000    0.000    0.001    0.000 C:\Users\hjmne\PycharmProjects\chest\bookkeeping.py:685(log_change)
      110    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\base.py:836(__iter__)
     2828    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\__init__.py:34(using_copy_on_write)
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\construction.py:693(_sanitize_ndim)
      421    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:184(_isna)
      209    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_methods.py:43(_amin)
      822    0.001    0.000    0.001    0.000 {built-in method _codecs.utf_8_decode}
      209    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexing.py:1667(_validate_integer)
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\construction.py:763(_try_cast)
     1375    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:2002(internal_values)
        1    0.000    0.000    0.001    0.001 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:979(parse)
      7/1    0.000    0.000    0.001    0.001 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:456(_parse_sub)
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
     1573    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\common.py:372(apply_if_callable)
      418    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:992(is_numeric_v_string_like)
     18/1    0.000    0.000    0.001    0.001 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:516(_parse)
     1255    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
     1254    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
      209    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:1064(_ixs)
      836    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\array_algos\take.py:325(_get_take_nd_function)
      209    0.000    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:249(external_values)
      837    0.001    0.000    0.001    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:1835(__init__)
      209    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:573(_code)
     1463    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:571(_get_axis_number)
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:2827(external_values)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:2674(get_block_type)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:617(_select_options)
      418    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      836    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:666(_info_axis)
      418    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     23/1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:37(_compile)
      836    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:791(is_)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\construction.py:752(_maybe_repeat)
      419    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:1253(iget)
      147    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\csv.py:81(__init__)
      209    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:692(_constructor)
      836    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:7593(ensure_index)
      421    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:673(na_value_for_dtype)
     2510    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:404(flags)
       73    0.000    0.000    0.000    0.000 C:\Users\hjmne\PycharmProjects\chest\bookkeeping.py:657(__init__)
      946    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\__init__.py:42(warn_copy_on_write)
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:2794(_na_value)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:553(equals)
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexing.py:161(iloc)
      418    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\construction.py:732(_sanitize_str_dtypes)
     2508    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\base.py:363(ndim)
      837    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\blocks.py:718(dtype)
      837    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:180(blknos)
     1463    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:376(dtype)
     1255    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
      837    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:1938(_block)
      837    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:196(blklocs)
      365    0.000    0.000    0.000    0.000 C:\Users\hjmne\PycharmProjects\chest\bookkeeping.py:628(get_field)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
     1255    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:362(attrs)
      147    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:1671(name)
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexing.py:1165(_check_deprecated_callable_usage)
       24    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:243(_optimize_charset)
       73    0.000    0.000    0.000    0.000 C:\Users\hjmne\PycharmProjects\chest\bookkeeping.py:620(__init__)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\frame.py:655(_constructor)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\generic.py:695(ndim)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\compat\numpy\function.py:64(__call__)
        6    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:98(closegroup)
     29/7    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:178(getwidth)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:1176(_maybe_disallow_fill)
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexers\utils.py:62(is_list_like_indexer)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:246(items)
      365    0.000    0.000    0.000    0.000 C:\Users\hjmne\PycharmProjects\chest\bookkeeping.py:731(invalidate_cache)
     20/3    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
     20/3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:315(step)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:660(_constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:2313(is_unique)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:511(_compile_info)
       87    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:261(get)
      365    0.000    0.000    0.000    0.000 C:\Users\hjmne\PycharmProjects\chest\bookkeeping.py:625(update_field)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\internals\managers.py:913(__init__)
      210    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:974(dtype)
      209    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:280(start)
      212    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\_strptime.py:238(pattern)
      418    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\series.py:1471(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\array_algos\take.py:287(_get_take_nd_function_cached)
      419    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:6672(_maybe_cast_indexer)
      113    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:168(__getitem__)
       24    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:216(_compile_charset)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:842(_engine)
      142    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:240(__next)
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:606(_maybe_promote_cached)
       62    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:256(match)
       13    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:453(_uniq)
        4    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_dtype.py:346(_name_get)
      2/1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:436(_get_literal_prefix)
      147    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       47    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:176(append)
        6    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:86(opengroup)
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:614(_maybe_promote)
       31    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\enum.py:1515(__and__)
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        4    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
       11    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:376(_escape)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:467(_get_charset_prefix)
       13    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\enum.py:686(__call__)
      147    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\csv.py:90(__iter__)
        6    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:274(getuntil)
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numerictypes.py:357(issubdtype)
       36    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:164(__len__)
       26    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:293(tell)
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\missing.py:728(is_valid_na_for_dtype)
       50    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
       23    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:113(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:231(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\PycharmProjects\chest\bookkeeping.py:67(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:304(checkgroupname)
        4    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\numerictypes.py:283(issubclass_)
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\__init__.py:315(_subx)
       14    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:83(groups)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\base.py:456(_engine_type)
       38    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:77(__init__)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\enum.py:193(__get__)
       14    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\enum.py:1093(__new__)
        8    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 {built-in method _tracemalloc.start}
        6    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:428(_get_iscased)
        2    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_compiler.py:570(isstring)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\common.py:1040(needs_i8_conversion)
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\re\_parser.py:963(fix_flags)
        4    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        6    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\dtypes\cast.py:525(ensure_dtype_can_hold_na)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\enum.py:1255(value)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\hjmne\AppData\Local\Programs\Python\Python311\Lib\site-packages\pandas\core\indexes\range.py:231(_constructor)


